Id,Label,d0,Degree,Weighted Degree,modularity_class,clustering,triangles
fever with rigor,fever with rigor,symptom,12,12,79,1,66
low sperm vitality,low sperm vitality,symptom,4,4,25,1,6
swelling of the spermatic cord,swelling of the spermatic cord,symptom,4,4,25,1,6
enlarged scrotum,enlarged scrotum,symptom,4,4,25,1,6
fussiness before sleep,fussiness before sleep,symptom,5,5,100,1,10
limbs becoming thinner,limbs becoming thinner,symptom,5,5,100,1,10
shorter,shorter,symptom,5,5,100,1,10
nephrotic edema,nephrotic edema,symptom,10,10,80,1,45
acute kidney failure,acute kidney failure,symptom,30,33,80,0.503448,219
changes in visual field,changes in visual field,symptom,10,10,1,0.666667,30
acute gastric dilatation,acute gastric dilatation,symptom,14,17,51,0.879121,80
distal limb ischemia,distal limb ischemia,symptom,0,0,275,0,0
lower right abdominal tenderness,lower right abdominal tenderness,symptom,5,5,51,1,10
periumbilical intermittent colic,periumbilical intermittent colic,symptom,5,5,51,1,10
ischemic necrosis of the appendix wall,ischemic necrosis of the appendix wall,symptom,5,5,51,1,10
cyanosis present at birth,cyanosis present at birth,symptom,1,1,276,0,0
which worsens as the infant gains weight,which worsens as the infant gains weight,symptom,1,1,276,0,0
disuse muscle atrophy,disuse muscle atrophy,symptom,6,6,31,1,15
positional signs,positional signs,symptom,10,10,31,1,45
lentiform nucleus arteriosclerosis occlusion,lentiform nucleus arteriosclerosis occlusion,symptom,10,10,31,1,45
fever or hypothermia,fever or hypothermia,symptom,5,5,79,1,10
the nipple is retracted into the areola,the nipple is retracted into the areola,symptom,1,1,277,0,0
making it difficult for infants to latch on,making it difficult for infants to latch on,symptom,1,1,277,0,0
frequent vomiting or projectile vomiting,frequent vomiting or projectile vomiting,symptom,4,4,79,1,6
neck skin lesions appearing purplish-blue,neck skin lesions appearing purplish-blue,symptom,4,4,100,1,6
with indistinct borders,with indistinct borders,symptom,4,4,100,1,6
and cognitive decline,and cognitive decline,symptom,11,11,79,1,55
dental fluorosis,dental fluorosis,symptom,2,2,100,1,1
cervical spondylosis,cervical spondylosis,symptom,5,5,59,1,10
torticollis,torticollis,symptom,29,29,59,0.704433,286
cervical hemivertebra malformation,cervical hemivertebra malformation,symptom,5,5,59,1,10
cervical spinal stenosis,cervical spinal stenosis,symptom,5,5,59,1,10
retraction sign,retraction sign,symptom,7,7,79,1,21
persistent oral ulcers,persistent oral ulcers,symptom,4,4,100,1,6
mucosal ulcers of the mouth,mucosal ulcers of the mouth,symptom,4,4,100,1,6
black eschar in the palate,black eschar in the palate,symptom,9,9,79,1,36
brown or dark green urine,brown or dark green urine,symptom,6,6,51,1,15
beriberi,beriberi,symptom,6,6,51,1,15
pigmentation of oral mucosa,pigmentation of oral mucosa,symptom,10,10,0,0.622222,28
and epileptic seizures,and epileptic seizures,symptom,6,6,0,1,15
blood mucus stools,blood mucus stools,symptom,11,11,51,1,55
teeth grinding,teeth grinding,symptom,14,14,51,0.637363,58
intense burning pain throughout the body,intense burning pain throughout the body,symptom,0,0,278,0,0
presence of white/gray hair,presence of white/gray hair,symptom,2,2,100,1,1
formation of hard fecaliths in the colon,formation of hard fecaliths in the colon,symptom,4,4,51,1,6
severe pain at the vaginal entrance during sexual intercourse,severe pain at the vaginal entrance during sexual intercourse,symptom,4,4,80,1,6
burning sensation at the entrance of the vagina,burning sensation at the entrance of the vagina,symptom,4,4,80,1,6
accompanied by dysuria,accompanied by dysuria,symptom,4,4,80,1,6
and post-urination dribbling,and post-urination dribbling,symptom,4,4,80,1,6
absence of uterine contraction intervals,absence of uterine contraction intervals,symptom,5,5,130,1,10
and compensatory scoliosis in the buttocks,and compensatory scoliosis in the buttocks,symptom,8,8,207,1,28
posterior,posterior,symptom,8,8,207,1,28
lateral aspects of the thigh,lateral aspects of the thigh,symptom,8,8,207,1,28
calf,calf,symptom,8,8,207,1,28
congenital toxoplasmosis,congenital toxoplasmosis,symptom,14,14,1,0.538462,49
reddish inner eyelids,reddish inner eyelids,symptom,8,8,1,1,28
granule proliferation,granule proliferation,symptom,8,8,1,1,28
lackluster sclera,lackluster sclera,symptom,8,8,1,1,28
edema in the upper limbs,edema in the upper limbs,symptom,11,11,79,1,55
a painless swelling in the midline above the adam's apple that moves up,a painless swelling in the midline above the adam's apple that moves up,symptom,11,11,207,1,55
down with swallowing,down with swallowing,symptom,11,11,207,1,55
retracts when the tongue is extended,retracts when the tongue is extended,symptom,11,11,207,1,55
fistula formation can lead to the exudation of a semi-transparent sticky liquid,fistula formation can lead to the exudation of a semi-transparent sticky liquid,symptom,11,11,207,1,55
secondary infection can cause redness,secondary infection can cause redness,symptom,11,11,207,1,55
throbbing headache,throbbing headache,symptom,13,13,11,1,78
electric shock-like or piercing pain in the head,electric shock-like or piercing pain in the head,symptom,13,13,11,1,78
pediatric migraine,pediatric migraine,symptom,13,13,11,1,78
tingling around the lips,tingling around the lips,symptom,13,13,11,1,78
referred headache,referred headache,symptom,13,13,11,1,78
headache in the morning or forenoon,headache in the morning or forenoon,symptom,13,13,11,1,78
large cranial defects,large cranial defects,symptom,2,2,0,1,1
periodontal infection,periodontal infection,symptom,2,2,0,1,1
limited wrist movement,limited wrist movement,symptom,10,10,207,1,45
soft birth canal laceration,soft birth canal laceration,symptom,12,12,80,1,66
vaginal hemorrhage,vaginal hemorrhage,symptom,12,12,80,1,66
retained lochia,retained lochia,symptom,12,12,80,1,66
postpartum abdominal pain,postpartum abdominal pain,symptom,12,12,80,1,66
small or absent tonsils,small or absent tonsils,symptom,11,11,0,1,55
patients often present with short stature compared to their peers,patients often present with short stature compared to their peers,symptom,9,9,31,1,36
shorter upper body,shorter upper body,symptom,9,9,31,1,36
relatively longer limbs,relatively longer limbs,symptom,9,9,31,1,36
joint swelling in some patients especially in the knees,joint swelling in some patients especially in the knees,symptom,9,9,31,1,36
distinctive facial features including a flat nasal bridge,distinctive facial features including a flat nasal bridge,symptom,9,9,31,1,36
normal corneas,normal corneas,symptom,9,9,31,1,36
and thick,and thick,symptom,9,9,31,1,36
coarse hair,coarse hair,symptom,9,9,31,1,36
collapse,collapse,symptom,3,3,31,1,3
vasoneurotic edema,vasoneurotic edema,symptom,12,12,51,1,66
especially of the lips,especially of the lips,symptom,23,23,79,1,253
bloody ear discharge,bloody ear discharge,symptom,4,5,79,0.666667,4
swelling of the diseased bone area,swelling of the diseased bone area,symptom,16,16,207,1,120
decreased sense of smell,decreased sense of smell,symptom,16,16,207,1,120
diplopia upon moving the eyes,diplopia upon moving the eyes,symptom,16,16,207,1,120
mild,mild,symptom,5,5,80,1,10
scant vaginal bleeding,scant vaginal bleeding,symptom,5,5,80,1,10
intermittent episodes,intermittent episodes,symptom,5,5,80,1,10
accompanied by mild lower abdominal pain,accompanied by mild lower abdominal pain,symptom,5,5,80,1,10
reduced pigmentation of iris,reduced pigmentation of iris,symptom,7,7,374,1,21
fundus,fundus,symptom,7,7,374,1,21
accompanied by photophobia,accompanied by photophobia,symptom,10,10,374,0.577778,26
partial albinism of skin,partial albinism of skin,symptom,7,7,374,1,21
hair,hair,symptom,17,17,374,0.485294,66
and susceptibility to recurrent severe respiratory,and susceptibility to recurrent severe respiratory,symptom,7,7,374,1,21
skin bacterial infections,skin bacterial infections,symptom,7,7,374,1,21
myasthenia of the tongue,myasthenia of the tongue,symptom,3,3,31,1,3
tendosynovitis drying,tendosynovitis drying,symptom,10,10,0,1,45
involuntary eye movement,involuntary eye movement,symptom,10,10,0,1,45
tendon sprain,tendon sprain,symptom,10,10,0,1,45
and epigastrium,and epigastrium,symptom,10,10,0,1,45
abnormal right ventricular outflow tract,abnormal right ventricular outflow tract,symptom,8,8,79,1,28
discomfort due to dry,discomfort due to dry,symptom,17,17,1,1,136
upper abdominal tenderness,upper abdominal tenderness,symptom,18,22,51,0.75817,116
neonatal seizures,neonatal seizures,symptom,17,18,79,0.727941,99
startle,startle,symptom,10,11,79,0.666667,30
single yellow,single yellow,symptom,8,8,207,1,28
orange papules,orange papules,symptom,8,8,207,1,28
or plaques that may ulcerate,or plaques that may ulcerate,symptom,8,8,207,1,28
hemoptysis with chest pain,hemoptysis with chest pain,symptom,10,10,79,1,45
prolonged wound healing after tooth extraction,prolonged wound healing after tooth extraction,symptom,4,4,51,1,6
coagulation factor dysfunction,coagulation factor dysfunction,symptom,4,4,51,1,6
children presenting with fever,children presenting with fever,symptom,24,24,0,1,276
enlarged tongue papillae,enlarged tongue papillae,symptom,24,24,0,1,276
painful feet,painful feet,symptom,24,24,0,1,276
cracked lips,cracked lips,symptom,24,24,0,1,276
bleeding from lips,bleeding from lips,symptom,24,24,0,1,276
nasal regurgitation of food during swallowing,nasal regurgitation of food during swallowing,symptom,4,4,207,1,6
a sense of blockage,a sense of blockage,symptom,4,4,207,1,6
swelling of the eyelids with a pale green discoloration,swelling of the eyelids with a pale green discoloration,symptom,3,3,279,1,3
frequently enlarged lymph nodes in front of the ears,frequently enlarged lymph nodes in front of the ears,symptom,3,3,279,1,3
under the jaw,under the jaw,symptom,3,3,279,1,3
and green pigmentation on the surface of the mass,and green pigmentation on the surface of the mass,symptom,3,3,279,1,3
overall weakness,overall weakness,symptom,6,6,31,1,15
sluggish reaction to surroundings,sluggish reaction to surroundings,symptom,6,6,31,1,15
and lethargy,and lethargy,symptom,6,6,31,1,15
increased vocal resonance,increased vocal resonance,symptom,10,10,79,1,45
productive cough with foul-smelling sputum,productive cough with foul-smelling sputum,symptom,10,10,79,1,45
pulmonary hypertrophy,pulmonary hypertrophy,symptom,10,10,79,1,45
currant jelly-like bloody sputum,currant jelly-like bloody sputum,symptom,10,10,79,1,45
upward outward slanting of the eyes,upward outward slanting of the eyes,symptom,7,7,59,1,21
macroglossia often protruding outside the mouth,macroglossia often protruding outside the mouth,symptom,7,7,59,1,21
excessive drooling,excessive drooling,symptom,7,7,59,1,21
smaller than normal head circumference,smaller than normal head circumference,symptom,7,7,59,1,21
diminished intellectual capacity,diminished intellectual capacity,symptom,18,18,51,1,153
recurrent bleeding in the external auditory canal,recurrent bleeding in the external auditory canal,symptom,4,4,79,1,6
progressive hearing loss,progressive hearing loss,symptom,4,4,79,1,6
wet-heat sensation,wet-heat sensation,symptom,8,8,100,1,28
migratory arthralgia with swelling,migratory arthralgia with swelling,symptom,7,7,79,1,21
difficulty turning over,difficulty turning over,symptom,21,21,207,0.590476,124
papillary atrophy of the tongue,papillary atrophy of the tongue,symptom,7,7,80,1,21
minor oral mucosal ulcers,minor oral mucosal ulcers,symptom,7,7,80,1,21
pallor in children with a sallow complexion,pallor in children with a sallow complexion,symptom,7,7,80,1,21
pallor of the lips,pallor of the lips,symptom,7,7,80,1,21
purulent crusting,purulent crusting,symptom,2,2,100,1,1
long-segment developmental deficiency of the ascending aorta,long-segment developmental deficiency of the ascending aorta,symptom,11,11,79,1,55
congenital heart conduction abnormalities,congenital heart conduction abnormalities,symptom,11,11,79,1,55
circumferential constriction at the root of the ascending aorta,circumferential constriction at the root of the ascending aorta,symptom,11,11,79,1,55
with the conjunctiva highly congested,with the conjunctiva highly congested,symptom,6,6,1,1,15
edematous,edematous,symptom,6,6,1,1,15
thyroid swelling,thyroid swelling,symptom,13,13,79,1,78
slight blackening of the forehead,slight blackening of the forehead,symptom,7,7,204,1,21
urgency in urination,urgency in urination,symptom,7,7,204,1,21
fullness in the lower abdomen,fullness in the lower abdomen,symptom,7,7,204,1,21
dark stools,dark stools,symptom,7,7,204,1,21
heat in the palms,heat in the palms,symptom,7,7,204,1,21
soles in the evening followed by a sensation of cold,soles in the evening followed by a sensation of cold,symptom,7,7,204,1,21
occasional unexplained fever,occasional unexplained fever,symptom,2,2,207,1,1
joint pain during pregnancy,joint pain during pregnancy,symptom,2,2,207,1,1
hyperventilation syndrome,hyperventilation syndrome,symptom,15,15,79,1,105
general soreness of head,general soreness of head,symptom,16,16,51,1,120
and short scanty dark urine,and short scanty dark urine,symptom,16,16,51,1,120
diminished deep,diminished deep,symptom,12,12,79,1,66
superficial reflexes,superficial reflexes,symptom,12,12,79,1,66
nipple abrasion,nipple abrasion,symptom,2,2,207,1,1
often with serous exudation,often with serous exudation,symptom,2,2,207,1,1
scarring,scarring,symptom,21,21,1,0.62381,131
esophageal stenosis,esophageal stenosis,symptom,11,11,1,1,55
localized hard swelling,localized hard swelling,symptom,8,8,1,1,28
yellow viscous sputum,yellow viscous sputum,symptom,10,10,0,1,45
chest pain when coughing,chest pain when coughing,symptom,10,10,0,1,45
possible blood-stained sputum,possible blood-stained sputum,symptom,10,10,0,1,45
nasal congestion with yellow discharge,nasal congestion with yellow discharge,symptom,10,10,0,1,45
premenstrual breast pain,premenstrual breast pain,symptom,4,4,25,1,6
scarlatiniform tongue,scarlatiniform tongue,symptom,10,10,0,1,45
moaning,moaning,symptom,42,45,79,0.595819,513
co2 retention,co2 retention,symptom,11,11,79,1,55
drowsiness in newborns,drowsiness in newborns,symptom,11,11,79,1,55
incoordination of movement,incoordination of movement,symptom,4,4,207,1,6
pancreatic pain,pancreatic pain,symptom,11,11,51,1,55
sudden upper right abdominal colic,sudden upper right abdominal colic,symptom,11,11,51,1,55
silent abdomen,silent abdomen,symptom,11,11,51,1,55
heart pounding,heart pounding,symptom,2,2,79,1,1
the sternum is arched forward,the sternum is arched forward,symptom,7,7,280,1,21
with the rib cartilages on both sides symmetrically recessed downward,with the rib cartilages on both sides symmetrically recessed downward,symptom,7,7,280,1,21
backward,backward,symptom,7,7,280,1,21
forming a groove. the ribs flare outward,forming a groove. the ribs flare outward,symptom,7,7,280,1,21
and some patients have asymmetric protrusion of the rib cartilages,and some patients have asymmetric protrusion of the rib cartilages,symptom,7,7,280,1,21
presenting with one side higher,presenting with one side higher,symptom,7,7,280,1,21
the other flatter. often,the other flatter. often,symptom,7,7,280,1,21
the sternum also rotates towards the higher side,the sternum also rotates towards the higher side,symptom,7,7,280,1,21
below-average measurements in height,below-average measurements in height,symptom,4,4,207,1,6
and head circumference,and head circumference,symptom,4,4,207,1,6
delayed motor,delayed motor,symptom,4,4,207,1,6
presents with delusions,presents with delusions,symptom,8,8,12,1,28
paranoid suspicion,paranoid suspicion,symptom,8,8,12,1,28
resistance to treatment,resistance to treatment,symptom,8,8,12,1,28
disorganized thinking,disorganized thinking,symptom,8,8,12,1,28
throwing things around,throwing things around,symptom,8,8,12,1,28
impulsive harm to others,impulsive harm to others,symptom,8,8,12,1,28
inability to control oneself,inability to control oneself,symptom,8,8,12,1,28
blue iris,blue iris,symptom,17,19,1,0.639706,87
absence of light reflex,absence of light reflex,symptom,11,11,1,1,55
generalized pigmentation of the skin,generalized pigmentation of the skin,symptom,3,3,281,1,3
sclera,sclera,symptom,3,3,281,1,3
and cornea turning brown-yellow; ear,and cornea turning brown-yellow; ear,symptom,3,3,281,1,3
nasal cartilages may turn blue; tympanic membrane edges appear gray-black; common reduction in hearing,nasal cartilages may turn blue; tympanic membrane edges appear gray-black; common reduction in hearing,symptom,3,3,281,1,3
centripetal narrowing of the visual field,centripetal narrowing of the visual field,symptom,7,7,1,1,21
eye pain on pressure,eye pain on pressure,symptom,7,7,1,1,21
subepidermal blisters on the wrist,subepidermal blisters on the wrist,symptom,8,8,100,1,28
crusted chickenpox lesions,crusted chickenpox lesions,symptom,8,8,100,1,28
boys often have very small penises,boys often have very small penises,symptom,7,7,80,1,21
and testicles,and testicles,symptom,7,7,80,1,21
often with cryptorchidism. girls,often with cryptorchidism. girls,symptom,7,7,80,1,21
on the other hand,on the other hand,symptom,7,7,80,1,21
have disproportionately large breasts with atrophic mammary glands,have disproportionately large breasts with atrophic mammary glands,symptom,7,7,80,1,21
and both internal,and both internal,symptom,7,7,80,1,21
external reproductive organs are underdeveloped,external reproductive organs are underdeveloped,symptom,7,7,80,1,21
pain in the external genitalia,pain in the external genitalia,symptom,4,4,80,1,6
reduction in vision (unilateral or bilateral),reduction in vision (unilateral or bilateral),symptom,5,5,31,1,10
paralysis of one or more limbs,paralysis of one or more limbs,symptom,5,5,31,1,10
increased discharge resembling cottage cheese,increased discharge resembling cottage cheese,symptom,3,3,80,1,3
disrupted sleep rhythms,disrupted sleep rhythms,symptom,8,8,79,1,28
reduced memory,reduced memory,symptom,8,8,79,1,28
sour belching,sour belching,symptom,10,13,51,0.977778,44
difficulty breathing after exertion,difficulty breathing after exertion,symptom,8,8,79,0.642857,18
angina attacks,angina attacks,symptom,2,2,79,1,1
rigidity in limbs,rigidity in limbs,symptom,12,12,79,1,66
hypotonia of limbs,hypotonia of limbs,symptom,3,3,31,1,3
pain during childbirth,pain during childbirth,symptom,6,6,51,1,15
a sense of local compression,a sense of local compression,symptom,6,6,51,1,15
urination,urination,symptom,6,6,51,1,15
severe localized pain,severe localized pain,symptom,1,1,0,0,0
widespread pain,widespread pain,symptom,5,5,282,1,10
numbness in the lumbar,numbness in the lumbar,symptom,5,5,282,1,10
buttock area,buttock area,symptom,5,5,282,1,10
originating from the middle part of the iliac crest,originating from the middle part of the iliac crest,symptom,5,5,282,1,10
radiating downwards,radiating downwards,symptom,5,5,282,1,10
reaching the lateral posterior thigh,reaching the lateral posterior thigh,symptom,5,5,282,1,10
hand-wringing,hand-wringing,symptom,7,7,79,1,21
tension headaches,tension headaches,symptom,10,10,79,0.733333,33
spinal nerve root damage,spinal nerve root damage,symptom,3,3,207,1,3
or colicky pain on one or both sides of the hypochondriac region,or colicky pain on one or both sides of the hypochondriac region,symptom,4,4,207,1,6
urine the color of dark tea,urine the color of dark tea,symptom,8,8,51,1,28
dizzy spells,dizzy spells,symptom,11,11,79,1,55
eyelid skin laxity,eyelid skin laxity,symptom,3,3,1,1,3
decreased tension,decreased tension,symptom,3,3,1,1,3
scleral tissue swelling,scleral tissue swelling,symptom,9,9,31,1,36
rapid increase in eye pressure,rapid increase in eye pressure,symptom,7,7,1,1,21
bile duct obstruction,bile duct obstruction,symptom,3,3,51,1,3
hemochromatosis,hemochromatosis,symptom,3,3,51,1,3
osteitis,osteitis,symptom,3,3,207,1,3
renal atrophy,renal atrophy,symptom,6,6,80,1,15
protruding sternum,protruding sternum,symptom,12,12,79,1,66
reflexive discomfort or dull pain in the precordial region,reflexive discomfort or dull pain in the precordial region,symptom,3,3,79,1,3
history of chronic overuse or acute injury to the knee,history of chronic overuse or acute injury to the knee,symptom,4,4,207,1,6
pain on the medial or lateral side of the knee,pain on the medial or lateral side of the knee,symptom,4,4,207,1,6
aggravation of pain during walking,aggravation of pain during walking,symptom,4,4,207,1,6
exertion or exposure to cold,exertion or exposure to cold,symptom,4,4,207,1,6
eye squinting,eye squinting,symptom,10,10,59,1,45
tongue protrusion,tongue protrusion,symptom,10,10,59,1,45
grimacing,grimacing,symptom,10,10,59,1,45
alternating extension,alternating extension,symptom,10,10,59,1,45
flexion of the upper limb joints,flexion of the upper limb joints,symptom,10,10,59,1,45
irregular gait of the lower limbs,irregular gait of the lower limbs,symptom,10,10,59,1,45
exacerbation under mental stress,exacerbation under mental stress,symptom,10,10,59,1,45
disappearance during sleep,disappearance during sleep,symptom,10,10,59,1,45
excessive earwax,excessive earwax,symptom,5,5,79,1,10
blocked ear canal,blocked ear canal,symptom,5,5,79,1,10
dorsal displacement,dorsal displacement,symptom,10,10,207,1,45
proximal depression,proximal depression,symptom,10,10,207,1,45
solitude,solitude,symptom,14,14,31,1,91
coldness in the upper limbs,coldness in the upper limbs,symptom,29,29,31,1,406
weakened arterial pulse,weakened arterial pulse,symptom,29,29,31,1,406
intermittent urination,intermittent urination,symptom,4,4,80,1,6
characteristic posture during urination,characteristic posture during urination,symptom,4,4,80,1,6
morphological changes of the bladder,morphological changes of the bladder,symptom,4,4,80,1,6
anovulation in female,anovulation in female,symptom,12,12,80,1,66
blocked or partially blocked fallopian tubes,blocked or partially blocked fallopian tubes,symptom,12,12,80,1,66
light-colored stool,light-colored stool,symptom,3,3,51,1,3
acne-like pustules,acne-like pustules,symptom,12,12,0,1,66
superficial scars,superficial scars,symptom,12,12,0,1,66
ankylosing spondylitis,ankylosing spondylitis,symptom,12,12,0,1,66
inflammatory diseases,inflammatory diseases,symptom,12,12,0,1,66
necrotizing pyoderma,necrotizing pyoderma,symptom,12,12,0,1,66
and scleritis,and scleritis,symptom,12,12,0,1,66
and tachypnea,and tachypnea,symptom,14,14,0,1,91
progressive lymph node enlargement,progressive lymph node enlargement,symptom,8,8,0,1,28
clinically minor symptoms,clinically minor symptoms,symptom,6,6,31,1,15
may be painless,may be painless,symptom,6,6,31,1,15
presenting only as a lump,presenting only as a lump,symptom,6,6,31,1,15
dysfunction in later stages,dysfunction in later stages,symptom,6,6,31,1,15
pain on the outside of the elbow,pain on the outside of the elbow,symptom,4,4,207,1,6
and muscle nodules,and muscle nodules,symptom,4,4,207,1,6
myasthenia,myasthenia,symptom,37,43,31,0.5,333
acute cramps,acute cramps,symptom,14,14,31,1,91
pain in the lower limbs after excessive drinking,pain in the lower limbs after excessive drinking,symptom,26,27,31,0.609231,198
varying amounts of bleeding,varying amounts of bleeding,symptom,7,7,79,1,21
skin wheals,skin wheals,symptom,1,1,100,0,0
local venous cord-like induration,local venous cord-like induration,symptom,6,6,79,1,15
headache during sexual intercourse,headache during sexual intercourse,symptom,0,0,283,0,0
persistent pain in the upper,persistent pain in the upper,symptom,8,8,51,1,28
lack of sexual interest,lack of sexual interest,symptom,12,12,80,1,66
demand for sexual activity,demand for sexual activity,symptom,12,12,80,1,66
androgen deficiency,androgen deficiency,symptom,12,12,80,1,66
loss of nourishment in the muscles,loss of nourishment in the muscles,symptom,12,12,80,1,66
infertility due to cold essence,infertility due to cold essence,symptom,12,12,80,1,66
and rough or knotted pulse,and rough or knotted pulse,symptom,12,12,80,1,66
humans can be bitten by domestic animals such as dogs,humans can be bitten by domestic animals such as dogs,symptom,4,4,284,1,6
cats,cats,symptom,4,4,284,1,6
pigs,pigs,symptom,4,4,284,1,6
or by wild animals such as rats,or by wild animals such as rats,symptom,4,4,284,1,6
wolves,wolves,symptom,4,4,284,1,6
pleural metastasis,pleural metastasis,symptom,8,8,79,1,28
bloody pleural fluid,bloody pleural fluid,symptom,8,8,79,1,28
in skin folds,in skin folds,symptom,5,5,285,1,10
numerous yellowish-white pustules appear on a base of erythema,numerous yellowish-white pustules appear on a base of erythema,symptom,5,5,285,1,10
arranged in a herpetiform pattern. mild itching in the affected areas,arranged in a herpetiform pattern. mild itching in the affected areas,symptom,5,5,285,1,10
and as the pustules dry,and as the pustules dry,symptom,5,5,285,1,10
crust over,crust over,symptom,5,5,285,1,10
new skin lesions emerge,new skin lesions emerge,symptom,5,5,285,1,10
and reduced sensation in localized tissues,and reduced sensation in localized tissues,symptom,25,25,31,1,300
signs of high metabolism,signs of high metabolism,symptom,12,12,1,1,66
inability to lift the head (neck flexor weakness),inability to lift the head (neck flexor weakness),symptom,2,2,79,1,1
hard mass,hard mass,symptom,3,3,0,1,3
coin-shaped erythema with surrounding papules,coin-shaped erythema with surrounding papules,symptom,12,12,100,1,66
systemic circulation congestion,systemic circulation congestion,symptom,16,17,79,0.65,78
cushingoid facies,cushingoid facies,symptom,6,6,79,1,15
lower left abdominal pain,lower left abdominal pain,symptom,8,8,51,0.571429,16
flashes,flashes,symptom,5,5,1,1,10
hallucinations or floaters,hallucinations or floaters,symptom,5,5,1,1,10
subungual hemorrhage in the form of splitting,subungual hemorrhage in the form of splitting,symptom,4,4,100,1,6
severe shoulder pain,severe shoulder pain,symptom,2,2,207,1,1
difficulty raising the arm,difficulty raising the arm,symptom,2,2,207,1,1
cutaneous hemangioma-like lesions,cutaneous hemangioma-like lesions,symptom,1,1,79,0,0
brain metastasis,brain metastasis,symptom,9,9,31,1,36
top-heavy sensation,top-heavy sensation,symptom,9,9,31,1,36
intolerance to noise,intolerance to noise,symptom,14,14,79,1,91
negativity,negativity,symptom,14,14,79,1,91
increased frequency,increased frequency,symptom,6,6,80,1,15
burning or painful sensation during urination,burning or painful sensation during urination,symptom,6,6,80,1,15
often accompanied by discomfort or pain in the lumbar sacral region or suprapubic area,often accompanied by discomfort or pain in the lumbar sacral region or suprapubic area,symptom,6,6,80,1,15
common occurrence of interrupted urination,common occurrence of interrupted urination,symptom,6,6,80,1,15
high volume of stools,high volume of stools,symptom,11,11,51,1,55
breast development,breast development,symptom,21,21,1,0.819048,172
persistent bleeding after tooth extraction,persistent bleeding after tooth extraction,symptom,16,17,51,0.708333,85
bleeding into joint spaces,bleeding into joint spaces,symptom,4,4,51,1,6
abdominal mass fistulas,abdominal mass fistulas,symptom,13,13,0,1,78
and lesions to joints,and lesions to joints,symptom,13,13,0,1,78
ocular,ocular,symptom,20,20,0,0.642105,122
formation of fistulas,formation of fistulas,symptom,13,13,0,1,78
perianal fistula abscesses,perianal fistula abscesses,symptom,13,13,0,1,78
and anal fissures,and anal fissures,symptom,13,13,0,1,78
purulent pulmonary infection,purulent pulmonary infection,symptom,21,21,79,1,210
abnormal voice,abnormal voice,symptom,24,28,79,0.576087,159
throaty noise,throaty noise,symptom,4,4,79,1,6
xanthopsia (yellow vision),xanthopsia (yellow vision),symptom,8,8,79,1,28
neck mobility,neck mobility,symptom,8,9,207,0.571429,16
pulsating sensation in head or neck,pulsating sensation in head or neck,symptom,5,5,207,1,10
muscle spasm in the lumbar,muscle spasm in the lumbar,symptom,7,7,51,1,21
inability to stand or turn over,inability to stand or turn over,symptom,7,7,51,1,21
feeling of weakness in the waist,feeling of weakness in the waist,symptom,7,7,51,1,21
polymorphic erythema,polymorphic erythema,symptom,6,6,100,1,15
presence of white patches in the mouth,presence of white patches in the mouth,symptom,2,2,0,1,1
paresis,paresis,symptom,6,6,31,1,15
and personality changes,and personality changes,symptom,9,9,79,1,36
a sensation of prolapse in the anus,a sensation of prolapse in the anus,symptom,15,15,204,1,105
unsatisfactory defecation,unsatisfactory defecation,symptom,15,15,204,1,105
shortness of breath with little speech,shortness of breath with little speech,symptom,15,15,204,1,105
penile injury,penile injury,symptom,7,7,80,1,21
swollen scrotum,swollen scrotum,symptom,7,7,80,1,21
abnormal sensation,abnormal sensation,symptom,35,36,31,0.742857,442
pain in the fingers,pain in the fingers,symptom,49,52,31,0.62585,736
hand distributed by the ulnar nerve,hand distributed by the ulnar nerve,symptom,29,29,31,1,406
neonatal anemia,neonatal anemia,symptom,11,11,51,1,55
anemia facies,anemia facies,symptom,11,11,51,1,55
bone marrow hematopoietic cell regenerative disorder,bone marrow hematopoietic cell regenerative disorder,symptom,11,11,51,1,55
tooth pain,tooth pain,symptom,3,3,0,1,3
significant vision loss,significant vision loss,symptom,2,2,286,1,1
optic nerve swelling,optic nerve swelling,symptom,2,2,286,1,1
punctate hemorrhage,punctate hemorrhage,symptom,2,2,286,1,1
sunken eyes,sunken eyes,symptom,24,28,51,0.822464,227
and body pain,and body pain,symptom,9,9,31,1,36
reduced fetal movements,reduced fetal movements,symptom,1,1,287,0,0
weakened fetal heart rate or abnormal fetal heart rate,weakened fetal heart rate or abnormal fetal heart rate,symptom,1,1,287,0,0
scrotal heaviness,scrotal heaviness,symptom,20,21,51,0.647368,123
reducible mass in the inguinal region,reducible mass in the inguinal region,symptom,6,6,207,1,15
severe lumbar pain,severe lumbar pain,symptom,7,7,80,1,21
which is often persistent or intermittent,which is often persistent or intermittent,symptom,7,7,80,1,21
radiating towards the iliac fossa,radiating towards the iliac fossa,symptom,7,7,80,1,21
and scrotum,and scrotum,symptom,7,7,80,1,21
hypergastrinemia,hypergastrinemia,symptom,9,9,51,1,36
giant gastric antrum syndrome,giant gastric antrum syndrome,symptom,9,9,51,1,36
and a sensation of churning or stirring in the stomach,and a sensation of churning or stirring in the stomach,symptom,9,9,51,1,36
severe dryness of the conjunctiva,severe dryness of the conjunctiva,symptom,3,3,207,1,3
dryness of the cornea (dry eye disease),dryness of the cornea (dry eye disease),symptom,3,3,207,1,3
